title,netflixId,image,link,categories,watched,imdb_id,imdb_rating,imdb_votes,year,rated,runtime,genres,director,actors,plot,awards,imdb_poster,content_type,total_seasons,type,imdb_rating_numeric,imdb_votes_numeric
MINDHUNTER,80114855,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABX7GrTlmcgc7QdbZwj-scFxv1Q5HaCJe6MQlh3Ob55k-icKrvtoq4fzTwsGW0Q9dQlphMIKS_8xxr71_ZuizKHr3MnSsSzqN8b0.jpg?r=4aa,https://www.netflix.com/watch/80114855?tctx=4%2C7%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80114855%2C,"['Criminal Investigation TV Shows', 'So Completely Captivating', 'TV Dramas']",False,tt5290382,8.6,"381,330",2017–2019,TV-MA,60 min,"Crime, Drama, Mystery",N/A,"Jonathan Groff, Holt McCallany, Anna Torv","In the late 1970s, two FBI agents broaden the realm of criminal science by investigating the psychology behind murder and end up getting too close to real-life monsters.",Nominated for 2 Primetime Emmys. 5 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BYTk4NDA4MGMtNjliOC00MjExLWI1YzctOTc4NWIxM2I1YjM5XkEyXkFqcGc@._V1_SX300.jpg,,2,series,8.6,381330
Yellowstone,80238738,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABY95yLjET8m1gcJ-snwFWdHKRUf-az2lpuYTeshHmjNEc5RfsEgooSO1X3QzPFWLHmY4X1yoER-4OFE6MZNnTrOwb4sFXlJn0nA.webp?r=cc9,https://www.netflix.com/watch/80238738?tctx=15%2C1%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80238738%2C,['Award-Winning TV Shows'],False,tt4236770,8.6,"297,562",2018–2024,TV-MA,60 min,"Drama, Western",N/A,"Kevin Costner, Luke Grimes, Kelly Reilly",A ranching family in Montana faces off against others encroaching on their land.,Nominated for 1 Primetime Emmy. 9 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BZTYxYTdjZjEtNTc0My00NDU2LTkwZmQtNjhhNmJiMzQ3Zjc1XkEyXkFqcGc@._V1_SX300.jpg,,5,series,8.6,297562
House of Cards,70178217,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABf02G-lHjo_hd4iznEM59d7vkhoKoOZsDwx0DQpfOz7SnBrldXr9BfBU3rlZkZ4PNtqvN7kxBtZpYcGrD6sQVsSmFiSc5uEFOcI.jpg?r=abd,https://www.netflix.com/watch/70178217?tctx=7%2C5%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70178217%2C,"['In a Mood', 'Acclaimed Writers', 'Award-Winning TV Shows']",False,tt1856010,8.6,"555,068",2013–2018,TV-MA,51 min,"Drama, Thriller",N/A,"Kevin Spacey, Michel Gill, Robin Wright",A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,Won 7 Primetime Emmys. 35 wins & 220 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ4MDczNDYwNV5BMl5BanBnXkFtZTcwNjMwMDk5OA@@._V1_SX300.jpg,,6,series,8.6,555068
Love on the Spectrum,81338328,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABd5zlEyDevxDUnEDvEDYhKM-0XEiQp37vgGEUu9BJB5BWbe89neusgu7b0lKgmbvf_HNetEB1WY-IL8y_VNRcNJYtnkNhzGViC4.jpg?r=30c,https://www.netflix.com/watch/81338328?tctx=13%2C38%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81338328%2C,['Emmy-Winning TV Shows'],False,tt11904786,8.6,"7,903",2019–2021,TV-14,N/A,"Documentary, Reality-TV, Romance",N/A,"Brooke Satchwell, Michael Theo, Mark Radburn","A documentary series following young adults on the autism spectrum as they explore the unpredictable world of love, dating and relationships.",4 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMmYwMjE1NDgtMzI2NC00YjU1LWE5OGEtNTIwYWUxZmY4NTEyXkEyXkFqcGc@._V1_SX300.jpg,,2,series,8.6,7903
The Crown,80025678,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABRmt9RBsYyAnfKKUN7bgzViwDiZpTsM7jc7XdRwBgvh4lnsAJ01qvgmwoF1S2Gj1_essGL1mLPPPlFbViGllvvE7Kj7YVm2de1I.jpg?r=24a,https://www.netflix.com/watch/80025678?tctx=11%2C10%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80025678%2C,"['Acclaimed Writers', 'Emmy-Winning TV Shows', 'Award-Winning TV Shows']",False,tt4786824,8.6,"275,971",2016–2023,TV-MA,58 min,"Biography, Drama, History",N/A,"Claire Foy, Olivia Colman, Imelda Staunton",Follows the political rivalries and romances of Queen Elizabeth II's reign and the events that shaped Britain for the second half of the 20th century.,Won 24 Primetime Emmys. 158 wins & 428 nominations total,https://m.media-amazon.com/images/M/MV5BODcyODZlZDMtZGE0Ni00NjBhLWJlYTAtZDdlNWY3MzkwMGVhXkEyXkFqcGc@._V1_SX300.jpg,,6,series,8.6,275971
Archer,70171942,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQz9y47jWGgQh-CP5WetDxw6i5kNGL7KoTSGk3XkEFuj-OjDmf4clIaAisHEo1NC-pkcKDs0FW0sHtU05nYSmltTN-yRfCdB4RI.webp?r=4bb,https://www.netflix.com/watch/70171942?tctx=13%2C36%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70171942%2C,"['Emmy-Winning TV Shows', 'Spies and Secret Agents']",False,tt1486217,8.6,"173,905",2009–2023,TV-MA,22 min,"Animation, Action, Comedy",N/A,"H. Jon Benjamin, Judy Greer, Amber Nash",Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,Won 3 Primetime Emmys. 15 wins & 81 nominations total,https://m.media-amazon.com/images/M/MV5BMTg3NTMwMzY2OF5BMl5BanBnXkFtZTgwMDcxMjQ0NDE@._V1_SX300.jpg,,14,series,8.6,173905
Stranger Things,80057281,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABXstJ8wCG8G8dWTyhkccH5xeq8ozwd-Sv2couE1mTQVsm4wsciMud_oSw_MOAcl2Wxt-Rd5JpdanlqwM2fSrE4GTK2jaCbMWRVNS4KGygjeTgg6y-SEMAdVhsdxaGIsstRiTg0-Bub9Bp9qie0VUEyCknUnGj-SDJ_gAeUnihGhqfB0lHClqznzsc-qgwj65CnwBS-dJQNfMSrJrtVqR0P_o-aOEpIaLRCk.jpg?r=c97,https://www.netflix.com/watch/80057281?tctx=2%2C0%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80057281%2C,"['Now Leaving Hawkins, Indiana', 'New on Netflix', 'Top 10 Shows in India Today']",False,tt4574334,8.6,"1,566,461",2016–2025,TV-MA,51 min,"Drama, Fantasy, Horror",N/A,"Millie Bobby Brown, Finn Wolfhard, Winona Ryder","In 1980s Indiana, a group of young friends witness supernatural forces and secret government exploits. As they search for answers, the children unravel a series of extraordinary mysteries.",Won 12 Primetime Emmys. 118 wins & 320 nominations total,https://m.media-amazon.com/images/M/MV5BNjRiMTA4NWUtNmE0ZC00NGM0LWJhMDUtZWIzMDM5ZDIzNTg3XkEyXkFqcGc@._V1_SX300.jpg,,5,series,8.6,1566461
Demon Slayer: Kimetsu no Yaiba,81091393,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABZ9z564aNqGABLdIsRr4IJmg13LVA536FKqwxZyOCm5SylT6PWbb2J3r76Jn1KbpESbndWpAsbKTDuINoMemaIAU95lXDWs79H4.webp?r=bb6,https://www.netflix.com/watch/81091393?tctx=34%2C38%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81091393%2C,['Action TV'],False,tt9335498,8.6,"213,899",2019–2024,TV-MA,25 min,"Animation, Action, Adventure",N/A,"Natsuki Hanae, Zach Aguilar, Abby Trott","A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.",29 wins & 55 nominations total,https://m.media-amazon.com/images/M/MV5BMWU1OGEwNmQtNGM3MS00YTYyLThmYmMtN2FjYzQzNzNmNTE0XkEyXkFqcGc@._V1_SX300.jpg,,4,series,8.6,213899
Anne with an E,80136311,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYrqTV8jU9B9yDpLDj2I_dbulz5mXqx57RkUB7wD5VpYMvtH8JSonwoWhk3xPN-Ss290IsQNhohSpiHp7ukwX43G0WoAJeSRGTs.jpg?r=012,https://www.netflix.com/watch/80136311?tctx=33%2C17%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80136311%2C,['Because you liked Gilmore Girls'],False,tt5421602,8.6,"76,600",2017–2019,TV-PG,1 min,"Drama, Family",N/A,"Amybeth McNulty, Geraldine James, R.H. Thomson","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",24 wins & 54 nominations total,https://m.media-amazon.com/images/M/MV5BZWUzZGM1OTYtMWUyNS00NTBmLTg1YTMtOTllMWFmYjk2NGU2XkEyXkFqcGc@._V1_SX300.jpg,,3,series,8.6,76600
One-Punch Man,80117291,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABbzd1POLBR8YC8B1fvI2hFxMVAT7MQjBy68298lNSUzwZVa8fO2mZeV49zn_1Z_P-WEEKiGFKf0gKHlQT2fQ7xKgPI4Bs5O7c7XGb5nfbKdok5YQujbqdVjTGaUrE9PABKPq3qoXZlRrJUOgq1LkHGmEQt1DwhvpctI-NtvcgOk-X5vHWOdE6odqLZpCMLAepLh7OGzNhCN2CYxfgZ89so6gsYaKth7af6u-B-NbPiSKrFEcPBzRQUwK_PZhVeApFgYmm5jF_oru1Yz8ggelBK-RGGkxJeWgMXdvSahifcUG-4EhDZRQlNn4aaGJ.webp?r=1ad,https://www.netflix.com/watch/80117291?tctx=22%2C25%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80117291%2C,"['Exciting TV Shows', 'Action TV']",False,tt4508902,8.6,"218,889",2015–,TV-PG,24 min,"Animation, Action, Comedy",N/A,"Makoto Furukawa, Kaito Ishikawa, Max Mittelman","The story of Saitama, a hero that does it just for fun &amp; can defeat his enemies with a single punch.",3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BNzMwOGQ5MWItNzE3My00ZDYyLTk4NzAtZWIyYWI0NTZhYzY0XkEyXkFqcGc@._V1_SX300.jpg,,3,series,8.6,218889
Extraordinary Attorney Woo,81518991,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABSzqi5kWLoefztFw8T6oCuYzVxu79hgMnQ07Xw1mJEOeZMUD2KiVH4dSQqiFDqeSwftFkPyIWOXqphoJx7icOJhvRHC8G158LmU.jpg?r=ba8,https://www.netflix.com/watch/81518991?tctx=8%2C28%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81518991%2C,"['Capricorns Activate Boss Mode', 'Critically Acclaimed TV Dramas']",False,tt20869502,8.6,"33,827",2022,TV-14,1 min,Drama,N/A,"Park Eun-bin, Kang Tae-oh, Kang Ki-young","Follows the brilliant attorney Woo Young-woo, who tackles challenges in and out of the courtroom as a rookie at a prominent law firm and a woman on the autism spectrum.",4 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMGM4ZjU4ZWItZWNmYy00ZDZhLThjY2EtMDEyOTk0NjI3YzJiXkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.6,33827
The Queen's Gambit,80234304,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABeHLov_4xEk8p6Zi-xAOd9pvqjPcuGFAUz5bE453rnYIreYkYMrNeZIt3uuvv9HQOqliB_Wvn5NTAUQcgMUWMdUk5DaA3v68plo.jpg?r=38a,https://www.netflix.com/watch/80234304?tctx=13%2C11%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80234304%2C,"['Emmy-Winning TV Shows', 'Award-Winning TV Shows', 'Critically Acclaimed TV Dramas', 'US TV Shows Dubbed in Hindi']",False,tt10048342,8.5,"644,459",2020,TV-MA,395 min,Drama,N/A,"Anya Taylor-Joy, Chloe Pirrie, Bill Camp","Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.",Won 11 Primetime Emmys. 56 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BMmRlNjQxNWQtMjk1OS00N2QxLTk0YWQtMzRhYjY5YTFhNjMxXkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.5,644459
The Last Kingdom,80074249,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABfAgVfITKryTzRHlknHvH_QjUdJUuJPCsQk47dCDcYgEHpHtNwdAr6b4btMekM8nmKR6AB5WPZOfhKumUHZVcd2X24hw4le66ps.jpg?r=d0f,https://www.netflix.com/watch/80074249?tctx=18%2C2%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80074249%2C,['TV Dramas'],False,tt4179452,8.5,"184,529",2015–2022,TV-MA,60 min,"Action, Drama, History",N/A,"Alexander Dreymon, Eliza Butterworth, Arnas Fedaravicius","As Alfred the Great defends his kingdom from Norse invaders, Uhtred--born a Saxon but raised by Vikings--seeks to claim his ancestral birthright.",6 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1MzYzNjk3OF5BMl5BanBnXkFtZTgwMzk0MzYwNzE@._V1_SX300.jpg,,5,series,8.5,184529
Making a Murderer,80000770,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABRPG8jKJl9s7pb-zHzwLrsefBbRXTvigexbp5tO6AXhy71JG4_Ktfdlm_0xqvAa8uhB6vN0DCdU-bHziumY-hmuymTpWXsq5sWY.jpg?r=736,https://www.netflix.com/watch/80000770?tctx=13%2C27%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80000770%2C,['Emmy-Winning TV Shows'],False,tt5189670,8.5,"106,849",2015–2018,TV-14,60 min,"Documentary, Crime",N/A,"Steven Avery, Dolores Avery, Laura Nirider","Filmed over a 10-year period, Steven Avery, a DNA exoneree who, while in the midst of exposing corruption in local law enforcement, finds himself the prime suspect in a grisly new crime.",Won 4 Primetime Emmys. 15 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMTg4Mjc1NjE4Ml5BMl5BanBnXkFtZTgwMjk2NjA1NjM@._V1_SX300.jpg,,2,series,8.5,106849
The Haunting of Hill House,80189221,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABUnbFeD4qKXfUrZF-mzbvNa3O5NmU_YCXGvsazJA5mJLLt3lwtHCAQaTmVaNDKE8nw80lwYSgp1rb5lqOO01OItwprKunqZHJME.jpg?r=733,https://www.netflix.com/watch/80189221?tctx=17%2C5%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80189221%2C,"['So Completely Captivating', 'TV Dramas', 'Horror TV Serials', 'Critically Acclaimed TV Dramas']",False,tt6763664,8.5,"320,130",2018,TV-MA,572 min,"Drama, Horror, Mystery",N/A,"Michiel Huisman, Carla Gugino, Henry Thomas","Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",9 wins & 36 nominations total,https://m.media-amazon.com/images/M/MV5BMTU4NzA4MDEwNF5BMl5BanBnXkFtZTgwMTQxODYzNjM@._V1_SX300.jpg,,1,series,8.5,320130
Django Unchained,70230640,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABVU1W1KbBRWKagEdIuHgts0gtjfoDDJQwNsXJUI8Iqk8wcjD-0GKj9KNkTRBD8sdlBoDYBR_5eOBKMV9LZWx1YhJGfRPvl0ZyZQ.webp?r=29f,https://www.netflix.com/watch/70230640?tctx=7%2C36%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70230640%2C,"['In a Mood', 'Acclaimed Writers', 'Award Winning Drama Movies', 'Award-Winning Films']",False,tt1853728,8.5,"1,850,031",2012,R,165 min,"Drama, Western",Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",Won 2 Oscars. 58 wins & 158 nominations total,https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg,,,movie,8.5,1850031
Pantheon,81937398,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYicpuy19KT9Ax1F4pyDGxKcof3_fK49wHwolnL21xoULjBnKrFCHro4pEFnbvFf0U3tBSsCskEWsmA47KtvgqIsvfO77iJIX68.webp?r=c61,https://www.netflix.com/watch/81937398?tctx=5%2C17%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81937398%2C,"['Sci-Fi TV', 'Exciting TV Shows']",False,tt11680642,8.5,"18,762",2022–2023,TV-14,N/A,"Animation, Action, Adventure",N/A,"Katie Chang, Paul Dano, Aaron Eckhart","A young woman starts to get messages from an unknown number that claims to be her deceased father. Trying to uncover the truth, she stumbles upon a larger conspiracy involving the singularity.",N/A,https://m.media-amazon.com/images/M/MV5BNGM2NjRjMzAtZjY5Ni00MWVkLWJlMTQtMWVmOWE1N2M2ZWM0XkEyXkFqcGc@._V1_SX300.jpg,,2,series,8.5,18762
Sacred Games,80115328,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYNCS3oGHkjzkYIkIDffDCfiFOXFakpvKO1a64psstl6Cii6WJwPU_LFg1Q1yMYp_8BTM3hAdYyFhwxmvSSgaPss9sqJbuhuNDQ.jpg?r=6cb,https://www.netflix.com/watch/80115328?tctx=7%2C25%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80115328%2C,"['In a Mood', 'Acclaimed Writers', 'Award-Winning TV Shows', 'So Completely Captivating', 'TV Dramas', 'Only on Netflix', 'Critically Acclaimed Crime TV Dramas']",False,tt6077448,8.5,"94,986",2018–2019,TV-MA,1 min,"Action, Crime, Drama",N/A,"Saif Ali Khan, Nawazuddin Siddiqui, Neeraj Kabi","A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.",15 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BN2EyODc1MDAtNTg0ZC00MjRhLTg1NzctM2NjYTlmOGMwYWNiXkEyXkFqcGc@._V1_SX300.jpg,,2,series,8.5,94986
Vikings,70301870,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABS41MLHoTwjqoIaReWzyaRXJ3PQFs4jEsCejEUiE8N0-HIzKC-dISZN1VFI0iRE9jidgEqfaoLg6pPwc5pJqOrA2gwwlmTii1O4.webp?r=85f,https://www.netflix.com/watch/70301870?tctx=15%2C5%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70301870%2C,['Award-Winning TV Shows'],False,tt2306299,8.5,"629,346",2013–2020,TV-MA,44 min,"Action, Adventure, Drama",N/A,"Katheryn Winnick, Gustaf Skarsgård, Alexander Ludwig","Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.",Won 1 Primetime Emmy. 46 wins & 133 nominations total,https://m.media-amazon.com/images/M/MV5BOTFmZmExYTEtYmE0Mi00MzRmLWE4ZDYtOThiNzNlOTIyODljXkEyXkFqcGc@._V1_SX300.jpg,,6,series,8.5,629346
Kaantha,81920590,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABf_ovwERqOd9T23UhLc3WwxfLNkoHAzK896UkK3Tp8n9ZemrhRfNolH5H5Ns5JPTCwbU-VAWr1zcJWeamhOHGrEoyjdEpCtZn2Y.webp?r=4fc,https://www.netflix.com/watch/81920590?tctx=10%2C64%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81920590%2C,"['New on Netflix', 'Thrillers & Horror Movies', 'Because you watched Dabba Cartel', 'Because you watched Ulajh']",False,tt28508934,8.5,"5,931",2025,N/A,150 min,"Biography, Drama, Horror",Selvamani Selvaraj,"Bhagyashri Borse, Dulquer Salmaan, Rana Daggubati","In 1950s Madras, lives intertwine against a backdrop of social transformation during India's post-independence era.",N/A,https://m.media-amazon.com/images/M/MV5BMjFjNDU4NjctMTUyOS00N2VlLTgwODctODlhZmQwMWUxMmUzXkEyXkFqcGc@._V1_SX300.jpg,,,movie,8.5,5931
JoJo's Bizarre Adventure,80179831,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABdmAwb0Hzrz2Y3E1FZ4pzVFmUSEW4r3x39eZoleVApBTYKRu8ZYIv6on00jxF3zOpSYp1Fbwwn3O9aE-bv0UvpfvaK2RP3y6woE.jpg?r=c0f,https://www.netflix.com/watch/80179831?tctx=22%2C13%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80179831%2C,"['Exciting TV Shows', 'Only on Netflix', 'Action TV']",False,tt2359704,8.5,"47,556",2012–,TV-14,30 min,"Animation, Action, Adventure",N/A,"David Vincent, Matthew Mercer, Daisuke Ono","The story of the Joestar family, who are possessed with intense psychic strength, and the adventures each member encounters throughout their lives.",3 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMzIyNzY4NTMtNmVhYS00OWFhLTkwMWMtOGFkNTdmNWU2ZDdiXkEyXkFqcGc@._V1_SX300.jpg,,6,series,8.5,47556
Back to the Future,60010110,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABa6WjpXDfFrJJxZQ2yM3w2o6ygmA0TeiGJFmFr-lqMCi-cRGPQDXVs24XDQlqbw2kKg91l3n-r3MfkVZv_T96BV0vjot7B0U3-w.webp?r=929,https://www.netflix.com/watch/60010110?tctx=28%2C20%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A60010110%2C,['Epic Worlds'],False,tt0088763,8.5,"1,428,805",1985,PG,116 min,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Lea Thompson","Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",Won 1 Oscar. 27 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BZmM3ZjE0NzctNjBiOC00MDZmLTgzMTUtNGVlOWFlOTNiZDJiXkEyXkFqcGc@._V1_SX300.jpg,,,movie,8.5,1428805
Schitt's Creek,80036165,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABd8dthDLe4BEleuvW9i6Wl3ZyhnrGPUz3FgTPEb0HCCnQHPKn4CAt2iarvPQo19DDl6fC8Bo8DUfZ8sgL0VOi0xyDK8k-rUZA8k.webp?r=6f5,https://www.netflix.com/watch/80036165?tctx=3%2C9%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80036165%2C,"['Recovery-mode Recommendations', 'Emmy-Winning TV Shows']",False,tt3526078,8.5,"167,892",2015–2020,TV-14,22 min,Comedy,N/A,"Eugene Levy, Catherine O'Hara, Dan Levy","After being a victim of fraud, Johnny Rose and his family go from extremely wealthy to penniless overnight. The only asset left to them is a small, unsophisticated town: Schitt's Creek. They relocate there. Culture shock ensues.",Won 9 Primetime Emmys. 112 wins & 153 nominations total,https://m.media-amazon.com/images/M/MV5BODk2Nzg4OWYtODczMy00NWRkLTg5ODQtZTU1ZGRhMzRhZGZhXkEyXkFqcGc@._V1_SX300.jpg,,6,series,8.5,167892
Delhi Crime,81076756,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABXqcxM_TpG6S7aHTFXvZpRrgdJy2frsBLR016N8f13ZIbD-ocYAyYrQhy9J32rRJllQMZzdWhBBsYxHG-z2yWKnEEDD2MgnDO-c.jpg?r=068,https://www.netflix.com/watch/81076756?tctx=1%2C10%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81076756%2C,"['Continue Watching for parab.aryan', 'New on Netflix', 'Critically Acclaimed Crime TV Dramas', 'Critically Acclaimed TV Dramas']",False,tt9398466,8.5,"27,723",2019–,TV-MA,50 min,"Crime, Drama",N/A,"Shefali Shah, Rajesh Tailang, Rasika Dugal","Based on the Nirbhaya case, Delhi Crime follows the Delhi Police investigation into the finding of the men who perpetrated this crime.",26 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BZDljNWNkNWItNjI0My00M2ViLThkODctYmMwMDRjYTExN2VhXkEyXkFqcGc@._V1_SX300.jpg,,3,series,8.5,27723
Jujutsu Kaisen,81278456,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABauNd3TCNobi-Ol0cul8X4Lt9I504H3fVaHeMjI8TNkkjORjQ0ovBNKOJOotDmH6wb0SWRtQmEfz_y6Xa37vIjtwnqMqW2bYjdY.webp?r=33c,https://www.netflix.com/watch/81278456?tctx=34%2C39%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81278456%2C,['Action TV'],False,tt12343534,8.5,"171,858",2020–,TV-MA,24 min,"Animation, Action, Adventure",N/A,"Adam McArthur, Jun'ya Enoki, Yuma Uchida",A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,32 wins & 43 nominations total,https://m.media-amazon.com/images/M/MV5BMjBlNTExMDAtMWZjZi00MDc5LWFkMjgtZDU0ZWQ5ODk3YWY5XkEyXkFqcGc@._V1_SX300.jpg,,3,series,8.5,171858
Derry Girls,80238565,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABVJjVmhDzSaLEJ6e5hOVyo7xSfrpaAykBoOZd0RtMV2zX8r5bsN7YjG622kQVrebutzNWw3JdeHT09HbWh4o84yviij1uENq9G8.jpg?r=83d,https://www.netflix.com/watch/80238565?tctx=3%2C30%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80238565%2C,"['Recovery-mode Recommendations', 'Because you liked Gilmore Girls']",False,tt7120662,8.5,"72,734",2018–2022,TV-MA,30 min,Comedy,N/A,"Saoirse-Monica Jackson, Louisa Harland, Tara Lynne O'Neill",The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s in Northern Ireland.,Won 3 BAFTA 20 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BZjVhN2FhMzctZDlkMS00NTY3LWEyZmEtOTE5NDlkN2JkNDE3XkEyXkFqcGc@._V1_SX300.jpg,,3,series,8.5,72734
